ensembl_gene_id,gene_name,chromosome,gene_type,go_ids,go_terms,ribosomal_evidence,ensembl_dataset,go_obo_source,filter_note
ENSG00000242169,RPL7AP27,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242176,RPL39P31,16,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242197,RPL37P14,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242199,RPS26P22,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242206,RPS26P35,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242208,RPL5P29,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242209,RPL32P12,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242229,RPS3AP14,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242248,RPL7AP57,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242255,RPL39P34,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242278,RPS3AP48,16,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242279,RPL7AP54,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242291,RPL36AP51,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242295,RPL31P55,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242307,RPS26P52,16,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242314,RPL12P32,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242318,RPL21P48,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242320,RPL21P126,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242321,RPL23AP40,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242325,RPS12P31,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242353,RPL12P30,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242399,RPS20P23,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242405,RPL21P100,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242423,RPL12P36,16,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242431,RPL21P52,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242445,RPL7AP11,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242461,RPS15AP32,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242571,RPL21P11,14,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242595,RPL26P26,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242602,RPL35AP13,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242607,RPS3AP34,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242615,RPL17P47,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242634,RPS24P16,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242636,RPL21P129,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242640,RPS29P11,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242654,RPL32P14,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242661,RPS3AP43,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242667,RPS10P22,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242670,RPL22P13,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242683,RPL12P21,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242697,RPL5P12,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242747,RPL21P14,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242748,RPL23AP81,20,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242768,RPL31P25,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242793,RPL9P26,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242807,RPL26P31,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242829,RPS26P21,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242834,RPL7AP56,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242837,RPL21P13,14,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242850,RPL23AP68,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242858,RPL13AP14,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242882,RPL5P11,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242899,RPL7P16,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242922,RPL21P104,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242931,RPL7P49,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242945,RPL29P32,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242958,RPL36AP32,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242963,RPS20P30,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242979,RPS15AP18,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242986,RPL21P99,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242990,RPL13AP23,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242991,RPL7P40,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000242993,RPL32P25,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243007,RPL12P35,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243020,RPL7P39,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243050,RPL30P10,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243053,RPL31P58,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243058,RPL39P33,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243071,RPL21P98,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243095,RPL3P10,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243099,RPL17P27,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243129,RPS26P46,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243141,RPL23AP66,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243160,RPL7AP32,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243164,RPL31P48,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243167,RPS10P28,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243171,RPL17P32,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243181,RPL21P80,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243199,RPL6P10,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243234,RPL19P19,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243250,RPS6P16,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243256,RPL30P14,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243265,RPL23AP55,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243280,RPL36AP19,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243287,RPS17P14,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243297,RPL31P61,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243303,RPL34P32,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243312,RPL6P13,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243353,RPS29P19,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243355,RPS27P28,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243402,RPL15P12,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243404,RPL35AP32,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243417,RPS3AP18,4,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243422,RPL23AP49,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243431,RPL5P30,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243455,RPS18P13,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243469,RPL7P51,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243494,RPL36AP50,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243499,RPS6P21,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243503,RPL26P25,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243514,RPL32P33,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243516,RPL12P40,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243517,RPL13AP22,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243521,RPL5P33,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243537,RPL32P20,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243538,RPS26P28,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243568,RPL21P115,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243581,RPS29P25,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243592,RPL17P22,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243601,RPL12P24,8,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243607,RPL35AP26,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243609,RPS2P44,16,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243648,RPS10P11,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243663,RPS4XP14,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243664,RPS29P12,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243669,RPL34P23,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243672,RPS3AP40,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243680,RPL37P23,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243687,RPL35AP10,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243697,RPL7AP63,16,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243711,RPL21P116,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243720,RPL21P127,18,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243721,RPL23AP63,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243744,RPL29P13,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243758,RPL35AP15,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243771,RPL21P130,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000243777,RPS6P17,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
